年份,排名,财富,排名变化,个人信息,企业信息
2004,19,￥ 30 亿,  ,杨钊兄弟先生  57,"旭日集团
行业：纺织、零售、房地产"
2004,19,￥ 30 亿,  ,张茵女士  47,"美国中南控股
行业：纸箱、包装纸"
2004,19,￥ 30 亿,  ,周泽荣先生  50,"侨鑫集团
行业：广州和澳大利亚房地产、投资"
2004,24,￥ 28 亿,  ,明金星先生  46,"大众食品控股
行业：肉制品"
2004,24,￥ 28 亿,  ,童锦泉先生  49,"长峰集团
行业：上海房地产"
2004,24,￥ 28 亿,  ,徐明先生  33,"实德集团
行业：塑料建材、足球、金融和石化产品"
2004,27,￥ 27 亿,  ,黄俊钦先生  38,"新恒基集团
行业：北京和沈阳房地产、高科技"
2004,27,￥ 27 亿,  ,刘长乐先生  53,"凤凰卫视
行业：传媒"
2004,27,￥ 27 亿,  ,吕慧、陈宁宁先生  55、女士  33,"香港嘉鑫控股集团
行业：铁矿石贸易、钢铁、投资"
2004,30,￥ 25 亿,  ,沈雯先生  46,"紫江集团
行业：包装、上海房地产、精密部件"
2004,31,￥ 24 亿,  ,任运良家族先生  51,"华丰集团
行业：特种材料、塑料管道、辽宁和长春房地产"
2004,31,￥ 24 亿,  ,王传福先生  38,"比亚迪公司
行业：充电电池和汽车"
2004,33,￥ 23 亿,  ,郭浩家族先生  49,"超大农业
行业：有机农业"
2004,34,￥ 22 亿,  ,黄宏生先生  48,"创维数码
行业：彩电、数码设备"
2004,34,￥ 22 亿,  ,李书福先生  41,"浙江吉利集团
行业：汽车"
2004,36,￥ 21 亿,  ,刘根山先生  47,"茂盛集团
行业：高速公路、上海房地产"
2004,36,￥ 21 亿,  ,吕向阳先生  41,"融捷投资管理集团
行业：金融、充电电池、广州和上海房地产"
2004,36,￥ 21 亿,  ,张志祥先生  37,"建龙钢铁
行业：钢铁"
2004,39,￥ 20 亿,  ,陈卓贤家族先生  37,"雅居乐集团
行业：广州和中山房地产"
2004,39,￥ 20 亿,  ,霍东龄先生  48,"京信通信
行业：通信设备"
2004,39,￥ 20 亿,  ,李彦宏先生  36,"百度
行业：中文搜索引擎"
2004,39,￥ 20 亿,  ,米恩华先生  46,"新疆华凌集团
行业：商品批发市场"
2004,39,￥ 20 亿,  ,王玉锁家族先生  40,"新奥集团
行业：燃气基建和管道、河北房地产"
2004,39,￥ 20 亿,  ,许家印先生  46,"恒大集团
行业：广州房地产"
2004,39,￥ 20 亿,  ,张荣坤先生  32,"福禧投资控股
行业：基建、投资"
2004,39,￥ 20 亿,  ,张涌先生  38,"林凤集团
行业：发电站、成都房地产"
2004,39,￥ 20 亿,  ,祝义财先生  40,"江苏雨润集团
行业：肉制品、房地产"
2004,48,￥ 19 亿,  ,蔡天真先生  43,"泰山石油
行业：石油贸易、运输、仓储、船舶加油"
2004,48,￥ 19 亿,  ,刘小明先生  50,"大成生化
行业：玉米制品"
2004,48,￥ 19 亿,  ,陶新康先生  51,"新高潮集团
行业：木材制品"
2004,48,￥ 19 亿,  ,张跃先生  44,"远大空调
行业：中央空调"
2004,48,￥ 19 亿,  ,朱保国先生  42,"健康元集团
行业：保健品、医药"
2004,48,￥ 19 亿,  ,宗庆后先生  59,"娃哈哈集团
行业：软饮料、童装"
2004,54,￥ 18 亿,  ,韩国龙家族先生  49,"冠城集团
行业：北京、杭州和福清房地产"
2004,54,￥ 18 亿,  ,刘汉、刘沧龙先生  39、先生  未知,"汉龙集团、宏达集团
行业：投资、房地产、化工"
2004,54,￥ 18 亿,  ,吴良定、陈爱莲夫妇女士  58、先生  46,"中宝系企业集团
行业：汽车及零部件、机械"
2004,57,￥ 17 亿,  ,戴志康先生  40,"证大集团
行业：上海、杭州房地产、 金融"
2004,57,￥ 17 亿,  ,卢志强先生  52,"泛海集团
行业：房地产 、金融、投资"
2004,57,￥ 17 亿,  ,缪寿良先生  49,"深圳富源集团
行业：深圳房地产、家居电子产品、大型商场"
2004,57,￥ 17 亿,  ,朱骏先生  37,"第九城市
行业：在线游戏"
2004,61,￥ 16 亿,  ,梁亮胜先生  53,"丝宝集团
行业：洗发水、妇女卫生用品和化妆品"
2004,61,￥ 16 亿,  ,梁庆德家族先生  67,"格兰仕集团
行业：白色家电"
2004,61,￥ 16 亿,  ,欧亚平先生  42,"百仕达控股
行业：公用事业、深圳房地产"
2004,61,￥ 16 亿,  ,宋卫平先生  46,"绿城集团
行业：杭州、上海和北京房地产、教育"
2004,61,￥ 16 亿,  ,夏朝嘉先生  55,"禾嘉集团
行业：高科技农业、机械制造、国际贸易"
2004,66,￥ 15 亿,  ,陈晓先生  35,"永乐家电
行业：家电零售"
2004,66,￥ 15 亿,  ,黄如论先生  53,"世纪金源集团
行业：北京、福建、重庆、云南房地产"
2004,66,￥ 15 亿,  ,李新炎家族先生  53,"中国龙工集团
行业：重型工程车辆"
2004,66,￥ 15 亿,  ,李永军兄弟先生  37,"喜之郎集团
行业：果冻布丁"
2004,66,￥ 15 亿,  ,刘志强、翟美卿夫妇先生  40、女士  40,"香江集团
行业：广州房地产和家具零售"
2004,66,￥ 15 亿,  ,荣克敏先生  60,"金迪生物科技
行业：废水处理"
2004,66,￥ 15 亿,  ,沈文荣先生  58,"江苏沙钢集团
行业：钢铁"
2004,66,￥ 15 亿,  ,史玉柱先生  42,"巨人投资
行业：医药、投资"
2004,66,￥ 15 亿,  ,严介和先生  44,"太平洋建设集团
行业：建筑"
2004,66,￥ 15 亿,  ,杨树坪先生  45,"城启集团、粤泰集团
行业：广州房地产"
2004,66,￥ 15 亿,  ,张朝阳先生  40,"搜狐公司
行业：短信、在线游戏和门户网站"
2004,66,￥ 15 亿,  ,张力先生  51,"富力地产集团
行业：广州、北京房地产"
2004,66,￥ 15 亿,  ,张芝庭家族先生  60,"贵州神奇集团
行业：中药、酒店、金融"
2004,66,￥ 15 亿,  ,朱新礼先生  52,"北京汇源集团
行业：果汁"
2004,80,￥ 14 亿,  ,陈伟东先生  39,"万基集团
行业：保健品、医药"
2004,80,￥ 14 亿,  ,顾雏军先生  45,"格林柯尔控股
行业：制冷机和冰箱、汽车"
2004,80,￥ 14 亿,  ,顾云奎家族先生  67,"永鼎集团
行业：电缆、光缆"
2004,80,￥ 14 亿,  ,韩真发先生  51,"正业集团
行业：生猪饲养和加工、长春和北京房地产"
2004,80,￥ 14 亿,  ,刘军先生  38,"泰跃集团
行业：北京、湖北房地产"
2004,80,￥ 14 亿,  ,刘忠田先生  40,"忠旺集团
行业：铝制品和塑料制品、塑料包装袋、涂料"
2004,80,￥ 14 亿,  ,孙树华先生  40,"华林集团
行业：PE管材、塑料蓬布、纺纱厂"
2004,80,￥ 14 亿,  ,魏建军先生  40,"长城汽车
行业：皮卡车"
2004,80,￥ 14 亿,  ,叶韦辰先生  40,"联合食品控股
行业：肉制品"
2004,80,￥ 14 亿,  ,张雷先生  42,"当代集团
行业：北京房地产"
2004,80,￥ 14 亿,  ,周福仁先生  53,"西洋集团
行业：化肥、防火材料和钢铁"
2004,91,￥ 13.5 亿,  ,邓伟先生  41,"亿阳集团
行业：电信、交通"
2004,91,￥ 13.5 亿,  ,冯光成先生  53,"光宇集团
行业：玻璃、水泥"
2004,91,￥ 13.5 亿,  ,韩敬远先生  48,"中国东方集团
行业：钢铁"
2004,91,￥ 13.5 亿,  ,胡成中先生  43,"德力西集团
行业：工业电气设备、房地产"
2004,95,￥ 13 亿,  ,曹德旺家族先生  58,"福耀玻璃工业集团
行业：汽车安全玻璃"
2004,95,￥ 13 亿,  ,高元坤先生  46,"力诺集团
行业：玻璃和太阳能产品"
2004,95,￥ 13 亿,  ,关凌翔、梁慧英夫妇先生  41、女士  39,"翔峰集团
行业：包装"
2004,95,￥ 13 亿,  ,楼忠福先生  未知,"广厦集团
行业：浙江、上海、重庆房地产、建筑"
2004,95,￥ 13 亿,  ,孙宏斌先生  41,"顺驰中国控股
行业：房地产和物业代理"
2004,100,￥ 12.5 亿,  ,李宁先生  41,"李宁体育用品公司
行业：运动鞋、服装和设备"
