年份,排名,财富,排名变化,个人信息,企业信息
2020,1,￥ 4000 亿,0,马云家族先生  56,"阿里系
行业：电子商务、金融科技"
2020,2,￥ 3900 亿,0,马化腾先生  49,"腾讯
行业：互联网服务"
2020,3,￥ 3650 亿,New ~,钟睒睒先生  66,"养生堂
行业：饮料、医疗保健"
2020,4,￥ 2400 亿,8,王卫先生  50,"顺丰
行业：快递"
2020,5,￥ 2350 亿,-2,许家印先生  62,"恒大
行业：房地产、投资"
2020,6,￥ 2250 亿,-2,何享健家族先生  78,"美的
行业：家电制造、房地产"
2020,6,￥ 2250 亿,-1,杨惠妍家族女士  39,"碧桂园
行业：房地产、教育"
2020,8,￥ 2200 亿,0,丁磊先生  49,"网易
行业：互联网技术"
2020,8,￥ 2200 亿,-1,黄峥先生  40,"拼多多
行业：购物网站"
2020,10,￥ 2000 亿,5,秦英林、钱瑛夫妇先生  55、女士  54,"牧原
行业：畜牧"
2020,11,￥ 1950 亿,12,庞康先生  64,"海天味业
行业：食品"
2020,11,￥ 1950 亿,-2,张勇、舒萍夫妇先生  49、女士  50,"海底捞
行业：餐饮"
2020,13,￥ 1700 亿,16,雷军先生  51,"小米
行业：智能硬件与技术、投资"
2020,13,￥ 1700 亿,52,王兴先生  41,"美团
行业：生活服务"
2020,13,￥ 1700 亿,0,张志东先生  48,"腾讯
行业：互联网服务"
2020,16,￥ 1600 亿,12,刘强东、章泽天夫妇先生  46、女士  27,"京东
行业：电子商务、金融"
2020,16,￥ 1600 亿,10,刘永好家族先生  69,"新希望
行业：农业、化工、金融"
2020,18,￥ 1450 亿,-9,严昊先生  34,"太平洋建设
行业：基础建设"
2020,19,￥ 1400 亿,21,鲁忠芳、李永新母子女士  78、先生  44,"中公教育
行业：教育"
2020,20,￥ 1350 亿,-7,陈建华、范红卫夫妇先生  49、女士  53,"恒力
行业：化纤、石化、房地产"
2020,20,￥ 1350 亿,30,蒋仁生家族先生  67,"智飞生物
行业：疫苗"
2020,20,￥ 1350 亿,-15,钟慧娟女士  59,"翰森
行业：医药"
2020,23,￥ 1300 亿,-3,许荣茂家族先生  70,"世茂
行业：房地产"
2020,24,￥ 1200 亿,33,曾毓群先生  52,"宁德时代
行业：锂电池"
2020,24,￥ 1200 亿,-9,李书福家族先生  57,"吉利
行业：汽车制造"
2020,24,￥ 1200 亿,6,徐航先生  58,"迈瑞、鹏瑞
行业：医疗器械、房地产"
2020,27,￥ 1150 亿,13,李西廷先生  69,"迈瑞
行业：医疗器械"
2020,27,￥ 1150 亿,-22,孙飘扬先生  62,"恒瑞
行业：医药"
2020,27,￥ 1150 亿,58,周群飞、郑俊龙夫妇女士  50、先生  48,"蓝思科技
行业：电子器件制造"
2020,30,￥ 1100 亿,0,刘永行、刘相宇父子先生  72、先生  45,"东方希望
行业：氧化铝、重化工、饲料"
2020,30,￥ 1100 亿,-21,王健林家族先生  66,"万达
行业：房地产、文化"
2020,30,￥ 1100 亿,-7,吴亚军家族女士  56,"龙湖
行业：房地产"
2020,30,￥ 1100 亿,-4,严彬先生  66,"华彬
行业：饮料、地产"
2020,30,￥ 1100 亿,-10,张一鸣先生  37,"字节跳动
行业：社交媒体"
2020,36,￥ 1050 亿,-21,王文银家族先生  52,"正威
行业：有色金属"
2020,36,￥ 1050 亿,-21,姚振华先生  50,"宝能
行业：投资、房地产"
2020,36,￥ 1050 亿,-13,宗庆后家族先生  75,"娃哈哈
行业：饮料"
2020,36,￥ 1050 亿,159,左晖先生  49,"贝壳
行业：房地产服务"
2020,40,￥ 1020 亿,-25,张近东先生  57,"苏宁
行业：零售、房地产"
2020,41,￥ 1000 亿,6,陈邦先生  55,"爱尔眼科
行业：医疗服务"
2020,42,￥ 950 亿,17,张邦鑫先生  40,"好未来
行业：教育"
2020,43,￥ 940 亿,3,施永宏、李海燕夫妇先生  50、女士  未知,"海底捞
行业：餐饮"
2020,44,￥ 910 亿,74,王来春女士  53,"立讯精密
行业：消费电子"
2020,44,￥ 910 亿,74,王来胜先生  56,"立讯精密
行业：消费电子"
2020,46,￥ 900 亿,-26,林立先生  57,"立业
行业：投资"
2020,47,￥ 800 亿,323,陈向东先生  49,"跟谁学
行业：在线教育"
2020,48,￥ 740 亿,-14,李彦宏、马东敏夫妇先生  52、女士  50,"百度
行业：网络信息服务"
2020,49,￥ 720 亿,-16,孙宏斌先生  57,"融创
行业：房地产"
2020,50,￥ 700 亿,-6,党彦宝先生  47,"宝丰
行业：煤化工"
2020,50,￥ 700 亿,-16,龚虹嘉、陈春梅夫妇先生  55、女士  55,"海康威视
行业：视频监控产品"
2020,50,￥ 700 亿,-10,马建荣家族先生  55,"申洲针织
行业：纺织、服装"
