年份,排名,财富,排名变化,个人信息,企业信息
2023,1,￥ 4500 亿,0,钟睒睒先生  69,"养生堂
行业：饮料、医疗保健"
2023,2,￥ 2800 亿,3,马化腾先生  52,"腾讯
行业：互联网服务"
2023,3,￥ 2700 亿,7,黄峥先生  43,"拼多多
行业：购物网站"
2023,4,￥ 2500 亿,-1,曾毓群先生  55,"宁德时代
行业：锂电池"
2023,5,￥ 2450 亿,-3,张一鸣先生  40,"字节跳动
行业：社交媒体"
2023,6,￥ 2400 亿,0,丁磊先生  52,"网易
行业：互联网技术"
2023,7,￥ 2100 亿,-3,李嘉诚、李泽钜父子先生  未知、先生  59,"长江实业
行业：投资"
2023,8,￥ 2000 亿,-1,何享健家族先生  81,"美的
行业：家电制造、房地产"
2023,9,￥ 1750 亿,10,李书福家族先生  60,"吉利
行业：汽车制造"
2023,10,￥ 1700 亿,-1,马云家族先生  59,"阿里系
行业：电子商务、金融科技"
2023,11,￥ 1600 亿,3,李兆基家族先生  95,"恒基兆业
行业：房地产"
2023,12,￥ 1500 亿,2,严昊先生  37,"太平洋建设
行业：基础建设"
2023,13,￥ 1450 亿,-5,秦英林、钱瑛夫妇先生  58、女士  57,"牧原
行业：畜牧"
2023,14,￥ 1400 亿,5,李蔡美灵家族先生  未知,"李锦记
行业：调味品"
2023,14,￥ 1400 亿,-3,吕向阳、张长虹夫妇先生  60、女士  62,"融捷
行业：投资"
2023,16,￥ 1350 亿,-2,王传福先生  57,"比亚迪
行业：汽车、充电电池"
2023,16,￥ 1350 亿,20,张刚家族先生  42,"信发铝电
行业：电解铝、氧化铝"
2023,18,￥ 1300 亿,-7,刘永行、刘相宇父子先生  75、先生  48,"东方希望
行业：氧化铝、重化工、饲料"
2023,18,￥ 1300 亿,0,郑家纯家族先生  75,"周大福
行业：房地产"
2023,20,￥ 1250 亿,-9,陈建华、范红卫夫妇先生  52、女士  56,"恒力
行业：化纤、石化、房地产"
2023,20,￥ 1250 亿,12,吕志和家族先生  94,"银河
行业：博彩"
2023,20,￥ 1250 亿,-6,王卫先生  53,"顺丰
行业：快递"
2023,20,￥ 1250 亿,5,王兴先生  44,"美团
行业：生活服务"
2023,24,￥ 1200 亿,-3,魏建军、韩雪娟夫妇先生  59、女士  57,"长城
行业：汽车制造"
2023,25,￥ 1150 亿,1,黄世霖先生  56,"宁德时代
行业：锂电池"
2023,26,￥ 1100 亿,10,张志东先生  51,"腾讯
行业：互联网服务"
2023,27,￥ 1000 亿,-1,李西廷先生  72,"迈瑞
行业：医疗器械"
2023,27,￥ 1000 亿,-3,吴光正家族先生  77,"会德丰
行业：房地产"
2023,27,￥ 1000 亿,-1,徐航先生  61,"迈瑞、鹏瑞
行业：医疗器械、房地产"
2023,27,￥ 1000 亿,3,严彬先生  69,"华彬
行业：饮料、地产"
2023,31,￥ 950 亿,21,党彦宝先生  50,"宝丰
行业：煤化工"
2023,31,￥ 950 亿,-8,刘汉元、管亚梅夫妇先生  59、女士  未知,"通威
行业：新能源、农业"
2023,31,￥ 950 亿,1,宗庆后家族先生  78,"娃哈哈
行业：饮料"
2023,34,￥ 940 亿,13,雷军先生  54,"小米
行业：智能硬件与技术、投资"
2023,35,￥ 920 亿,5,刘銮雄家族先生  72,"华人置业
行业：房地产"
2023,36,￥ 900 亿,5,林立先生  60,"立业
行业：投资"
2023,37,￥ 860 亿,-1,刘永好家族先生  72,"新希望
行业：农业、化工、金融"
2023,38,￥ 840 亿,5,郑淑良家族先生  77,"魏桥创业
行业：铝业、纺织"
2023,39,￥ 825 亿,7,李彦宏、马东敏夫妇先生  55、女士  53,"百度
行业：网络信息服务"
2023,40,￥ 800 亿,-4,陈邦先生  58,"爱尔眼科
行业：医疗服务"
2023,40,￥ 800 亿,54,杜纪川先生  82,"金士顿科技
行业：半导体"
2023,40,￥ 800 亿,-19,庞康先生  67,"海天味业
行业：调味品"
2023,40,￥ 800 亿,54,孙大卫先生  72,"金士顿科技
行业：半导体"
2023,44,￥ 770 亿,20,李泽楷先生  57,"电讯盈科
行业：电信"
2023,45,￥ 750 亿,22,张勇、舒萍夫妇先生  52、女士  53,"海底捞
行业：餐饮"
2023,46,￥ 720 亿,11,邝肖卿女士  94,"新鸿基
行业：房地产"
2023,47,￥ 710 亿,17,龚虹嘉、陈春梅夫妇先生  58、女士  58,"海康威视
行业：视频监控产品"
2023,47,￥ 710 亿,9,梁稳根先生  67,"三一
行业：重型机械"
2023,47,￥ 710 亿,17,汪俊林先生  61,"郎酒
行业：房地产、白酒"
2023,50,￥ 700 亿,-8,陈东升家族先生  66,"泰康
行业：保险"
2023,50,￥ 700 亿,95,李想先生  42,"理想汽车
行业：新能源汽车"
2023,50,￥ 700 亿,-24,王文银家族先生  55,"正威
行业：有色金属贸易"
2023,53,￥ 680 亿,-10,蒋仁生家族先生  70,"智飞生物
行业：疫苗"
2023,53,￥ 680 亿,1,李水荣先生  67,"荣盛控股
行业：化纤"
2023,55,￥ 670 亿,214,蔡浩宇先生  36,"米哈游
行业：游戏"
2023,55,￥ 670 亿,6,李华先生  57,"卓越
行业：房地产"
2023,57,￥ 665 亿,-7,吴亚军家族女士  59,"龙湖
行业：房地产"
2023,58,￥ 640 亿,5,朱保国家族先生  61,"健康元
行业：医药"
2023,59,￥ 630 亿,40,方威先生  50,"方大
行业：碳素、钢铁、煤焦"
2023,59,￥ 630 亿,165,林百里家族先生  74,"广达电脑
行业：消费电子产品"
2023,59,￥ 630 亿,17,沈国军家族先生  61,"银泰
行业：零售、房地产、物流"
2023,59,￥ 630 亿,11,于泳先生  未知,"鸿商产业
行业：钼矿"
2023,63,￥ 620 亿,-3,裴振华、容建芬夫妇先生  未知、女士  未知,"天华超净
行业：超净产品"
2023,64,￥ 610 亿,18,孙飘扬先生  65,"恒瑞
行业：医药"
2023,64,￥ 610 亿,23,汪立平家族先生  57,"恒立液压
行业：高压油缸"
2023,66,￥ 600 亿,9,郭台铭先生  73,"鸿海
行业：电子制造"
2023,66,￥ 600 亿,-36,刘强东、章泽天夫妇先生  49、女士  30,"京东
行业：电子商务、金融"
2023,66,￥ 600 亿,-31,罗立国家族先生  67,"合盛
行业：硅材料"
