年份,排名,财富,排名变化,个人信息,企业信息
2009,1,￥ 350 亿,102,王传福先生  43,"比亚迪
行业：汽车、手机零部件、充电电池"
2009,2,￥ 330 亿,13,张茵家族女士  52,"玖龙纸业
行业：包装纸"
2009,3,￥ 320 亿,6,许荣茂家族先生  59,"世茂集团
行业：房地产"
2009,4,￥ 310 亿,-1,杨惠妍家族女士  28,"碧桂园
行业：房地产"
2009,5,￥ 300 亿,23,黄伟、李萍夫妇先生  50、女士  未知,"新湖集团
行业：房地产、金融"
2009,5,￥ 300 亿,0,刘永行家族先生  61,"东方希望
行业：重化工、氧化铝、电解铝、饲料"
2009,5,￥ 300 亿,15,卢志强先生  57,"泛海建设
行业：房地产、金融"
2009,5,￥ 300 亿,5,朱孟依家族先生  50,"合生创展/珠江投资
行业：房地产"
2009,9,￥ 290 亿,11,王健林先生  55,"大连万达
行业：商业地产、酒店、文化产业、住宅地产"
2009,10,￥ 280 亿,66,刘忠田家族先生  45,"忠旺集团
行业：铝型材、塑料"
2009,10,￥ 280 亿,47,严彬先生  55,"华彬集团
行业：房地产、高尔夫球场、饮料、矿"
2009,10,￥ 280 亿,-3,张近东先生  46,"苏宁电器
行业：家电零售、房地产"
2009,13,￥ 270 亿,90,吕向阳先生  46,"融捷投资
行业：汽车、手机零部件、充电电池、矿产"
2009,13,￥ 270 亿,2,宗庆后家族先生  64,"娃哈哈集团
行业：饮料、童装"
2009,15,￥ 250 亿,42,陈发树先生  48,"新华都
行业：零售、金矿、旅游、酒、医药"
2009,16,￥ 245 亿,16,马化腾先生  38,"腾讯
行业：即时通讯、门户网站、在线游戏、C2C"
2009,17,￥ 230 亿,-2,陈丽华女士  68,"富华集团
行业：房地产、紫檀博物馆"
2009,17,￥ 230 亿,-5,何享健先生  67,"美的集团
行业：家电"
2009,17,￥ 230 亿,-16,黄光裕家族先生  40,"鹏润投资
行业：家电零售、房地产、投资"
2009,20,￥ 220 亿,16,梁稳根先生  53,"三一集团
行业：重型机械"
2009,20,￥ 220 亿,-7,刘永好家族先生  58,"新希望
行业：农业、食品、化工、房地产、金融"
2009,22,￥ 210 亿,17,陈卓林家族先生  47,"雅居乐
行业：房地产"
2009,22,￥ 210 亿,23,刘沧龙、刘海龙兄弟先生  未知、先生  60,"宏达集团
行业：冶金、化工、房地产、金融"
2009,22,￥ 210 亿,-8,鲁冠球家族先生  64,"万向集团
行业：汽车制造业、房地产、农业、有色金属、金融"
2009,22,￥ 210 亿,46,秀丽·好肯家族先生  46,"人和商业
行业：商业地产"
2009,26,￥ 200 亿,-6,祝义财先生  45,"雨润
行业：食品、房地产"
2009,27,￥ 190 亿,13,丁磊先生  38,"网易
行业：门户网站、在线游戏"
2009,27,￥ 190 亿,-9,童锦泉先生  54,"长峰房地产
行业：房地产"
2009,29,￥ 185 亿,-11,周成建家族先生  44,"美特斯邦威
行业：服装"
2009,29,￥ 185 亿,-1,朱林瑶女士  39,"华宝国际
行业：香精香料"
2009,31,￥ 180 亿,-11,李彦宏先生  41,"百度
行业：搜索引擎"
2009,31,￥ 180 亿,-21,张志祥先生  42,"建龙集团
行业：钢铁、造船、机电制造"
2009,33,￥ 175 亿,-13,李金元先生  51,"天狮集团
行业：保健品"
2009,34,￥ 170 亿,17,陈天桥家族先生  36,"盛大网络
行业：互动娱乐"
2009,34,￥ 170 亿,6,吴亚军家族女士  45,"龙湖地产
行业：房地产"
2009,34,￥ 170 亿,2,周福仁先生  58,"西洋集团
行业：复合肥、钢铁、耐火材料"
2009,37,￥ 165 亿,3,郭广昌先生  42,"复星集团
行业：综合"
2009,37,￥ 165 亿,3,黄文仔先生  56,"宏宇集团
行业：房地产、木业"
2009,37,￥ 165 亿,-32,荣智健先生  67,"中信泰富
行业：综合"
2009,37,￥ 165 亿,-11,许家印先生  51,"恒大地产集团
行业：房地产"
2009,41,￥ 160 亿,-39,杜双华先生  44,"日照钢铁
行业：钢铁"
2009,42,￥ 155 亿,-10,钟声坚先生  51,"仁恒集团
行业：房地产、造纸"
2009,43,￥ 150 亿,25,丁世忠家族先生  39,"安踏
行业：体育用品"
2009,43,￥ 150 亿,-7,沈文荣先生  63,"沙钢集团
行业：钢铁"
2009,43,￥ 150 亿,2,张桂平家族先生  58,"苏宁环球
行业：房地产"
2009,46,￥ 145 亿,11,陈义红家族先生  51,"中国动向
行业：运动服装"
2009,46,￥ 145 亿,-1,黄茂如、张静夫妇先生  44、女士  未知,"茂业集团
行业：房地产、零售"
2009,46,￥ 145 亿,-26,史玉柱家族先生  47,"巨人集团
行业：在线游戏、金融"
2009,46,￥ 145 亿,45,孙广信先生  47,"广汇集团
行业：房地产、能源、汽车销售服务、建材"
2009,46,￥ 145 亿,-18,张力先生  56,"富力地产
行业：房地产"
2009,51,￥ 140 亿,210,张志熔先生  37,"恒盛地产熔盛重工
行业：房地产、船业"
2009,52,￥ 135 亿,New ~,苏萌先生  未知,"高德置地
行业：房地产"
2009,53,￥ 130 亿,-21,潘石屹、张欣夫妇先生  46、女士  44,"SOHO中国
行业：房地产"
2009,53,￥ 130 亿,-8,叶立培先生  65,"仲盛集团
行业：房地产"
2009,55,￥ 125 亿,13,梁庆德家族先生  72,"格兰仕
行业：家电"
2009,56,￥ 120 亿,46,曹德旺、陈凤英夫妇先生  63、女士  63,"福耀玻璃
行业：玻璃"
2009,56,￥ 120 亿,-30,莫峰先生  未知,"昌运东富
行业：航运"
2009,56,￥ 120 亿,-11,严介和、张云芹夫妇先生  49、女士  49,"太平洋建设
行业：基础建设"
2009,59,￥ 100 亿,44,方威先生  36,"方大集团
行业：碳素制造"
2009,59,￥ 100 亿,44,胡明聪家族先生  52,"白云电气
行业：机械设备"
2009,59,￥ 100 亿,-27,李兆会家族先生  28,"海鑫钢铁
行业：钢铁、金融"
2009,59,￥ 100 亿,-6,李辙先生  54,"山水文园
行业：房地产"
