年份,排名,财富,排名变化,个人信息,企业信息
2001,67,￥ 8 亿,  ,吴鹰先生  42,"UT斯达康公司
行业：通讯产品"
2001,68,￥ 8 亿,  ,陈士良先生  38,"浙江桐昆集团
行业：化纤"
2001,69,￥ 7 亿,  ,侯丽萍女士  46,"山西正中药业
行业：药业"
2001,70,￥ 7 亿,  ,郭梓文先生  37,"广东金业集团
行业：房地产"
2001,71,￥ 7 亿,  ,李勤夫先生  39,"茉织华集团
行业：服装、特种印刷"
2001,72,￥ 7 亿,  ,乔金岭先生  52,"河南黄河实业集团
行业：工业钻石"
2001,73,￥ 7 亿,  ,史民志先生  52,"山西振兴集团
行业：铝、电、煤"
2001,74,￥ 7 亿,  ,王贵武先生  42,"天津银座集团
行业：房地产"
2001,75,￥ 7 亿,  ,昝圣达、昝圣明兄弟先生  38、先生  59,"江苏综艺集团
行业：高科技投资、木材经销、纺织品"
2001,76,￥ 7 亿,  ,周伟彬先生  36,"金冠涂料集团
行业：油漆"
2001,77,￥ 7 亿,  ,丁健先生  36,"亚信控股
行业：系统集成、软件服务"
2001,78,￥ 7 亿,  ,杨启昭先生  61,"广东榕泰实业股份
行业：陶瓷、新材料"
2001,79,￥ 7 亿,  ,张志熔先生  29,"弘耘置业
行业：房地产"
2001,80,￥ 6 亿,  ,施健先生  45,"瀚洋科技投资
行业：房地产"
2001,81,￥ 6 亿,  ,郭广昌先生  34,"复星高科技集团
行业：药业、房地产"
2001,82,￥ 6 亿,  ,何然先生  40,"四川国腾通讯
行业：IC卡电话"
2001,83,￥ 6 亿,  ,胡成中先生  40,"德力西集团
行业：电气产品"
2001,84,￥ 6 亿,  ,李桂莲女士  55,"大杨集团
行业：服装"
2001,85,￥ 6 亿,  ,沈爱琴先生  55,"万事利集团
行业：丝绸产品"
2001,86,￥ 6 亿,  ,宋如华先生  39,"托普集团
行业：软件"
2001,87,￥ 6 亿,  ,王学利先生  41,"天津德利得集团
行业：药业、建筑材料"
2001,88,￥ 6 亿,  ,许宗林先生  45,"西安翠宝实业集团
行业：珠宝首饰"
2001,89,￥ 6 亿,  ,曾超文先生  54,"贵州长寿长乐集团
行业：药业"
2001,90,￥ 6 亿,  ,沈家桑先生  52,"华桑燃气控股
行业：燃气供应"
2001,91,￥ 6 亿,  ,陈荣先生  41,"上海中路集团
行业：保龄球设备、自行车、投资"
2001,92,￥ 6 亿,  ,陆汉振先生  46,"浙江金轮集团
行业：轮胎用帘子布"
2001,93,￥ 6 亿,  ,严健军先生  36,"上海致达集团
行业：高科技、软件"
2001,94,￥ 6 亿,  ,周正毅先生  40,"农凯集团
行业：投资"
2001,95,￥ 5 亿,  ,曹德旺先生  55,"福耀集团
行业：汽车玻璃"
2001,96,￥ 5 亿,  ,尹明善先生  63,"力帆集团
行业：摩托车发动机、"
2001,97,￥ 5 亿,  ,宋殿权先生  46,"哈尔滨光宇集团
行业：汽车电池"
2001,98,￥ 5 亿,  ,孙甚林先生  50,"南方集团
行业：房地产"
2001,99,￥ 5 亿,  ,王建沂先生  38,"杭州富通集团
行业：光缆产品"
2001,100,￥ 5 亿,  ,宋郑还先生  53,"好孩子集团
行业：童车"
