年份,排名,财富,排名变化,个人信息,企业信息
1999,1,￥ 10 亿,  ,荣毅仁家族先生  83,"中国国际信托投资公司
行业：多元化"
1999,2,￥ 10 亿,  ,刘永好、刘永行家族先生  48、先生  51,"希望集团公司
行业：动物饲料、养鸡场"
1999,3,￥ 10 亿,  ,陆海天先生  52,"香港海天国际集团公司
行业：生产电视机"
1999,4,￥ 10 亿,  ,李晓华先生  37,"华达国际投资集团公司
行业：房地产、建筑"
1999,5,￥ 10 亿,  ,吴炳新先生  61,"山东三株工业公司
行业：健康、保健"
1999,6,￥ 10 亿,  ,黄宏生先生  43,"创维公司
行业：生产电视机"
1999,7,￥ 10 亿,  ,张宏伟先生  45,"东方公司
行业：建筑、贸易"
1999,8,￥ 10 亿,  ,张思民先生  37,"深圳海万集团公司
行业：健康保健、旅游"
1999,9,￥ 10 亿,  ,吴志剑先生  40,"湖南政华集团公司
行业：贸易、印刷、出租汽车"
1999,10,￥ 10 亿,  ,罗忠福先生  48,"福海集团公司
行业：房地产、建筑"
1999,11,￥ 10 亿,  ,吴一坚先生  39,"陕西金花企业集团
行业：房地产、金融服务"
1999,12,￥ 10 亿,  ,高丰先生  59,"内蒙古鹿苑羊绒集团公司
行业：羊绒业"
1999,13,￥ 10 亿,  ,张新民先生  39,"海南新民集团公司
行业：贸易"
1999,14,￥ 10 亿,  ,方小文女士  52,"广州英吉利实业有限公司
行业：养殖"
1999,15,￥ 10 亿,  ,张果喜先生  47,"江西果喜集团公司
行业：木材加工、房地产"
1999,16,￥ 10 亿,  ,牟其中先生  59,"南德经济集团公司
行业：贸易、投资"
1999,17,￥ 7.5 亿,  ,陈金义先生  39,"浙江金义公司
行业：食品、房地产、水利"
1999,18,￥ 7.5 亿,  ,何伯权先生  39,"今日集团公司
行业：饮料"
1999,19,￥ 7.5 亿,  ,冼笃信先生  39,"海南腾龙企业集团
行业：建筑材料"
1999,20,￥ 7.5 亿,  ,谢圣明先生  40,"红桃K公司
行业：医药品"
1999,21,￥ 7.5 亿,  ,张璨女士  33,"达因科技发展总公司
行业：计算机、房地产、药业"
1999,22,￥ 7.5 亿,  ,楼忠福先生  未知,"浙江广厦建筑企业集团公司、广厦集团公司北海分公司
行业：建筑、房地产"
1999,23,￥ 7.5 亿,  ,卢俊雄先生  32,"广州华隆公司
行业：房地产、邮票"
1999,24,￥ 7.5 亿,  ,刘延林先生  未知,"川慧集团公司
行业：房地产、贸易"
1999,25,￥ 7.5 亿,  ,吕有珍女士  42,"深圳运通公司
行业：房地产、金融、通信、交通运输、旅游"
1999,26,￥ 7.5 亿,  ,姜伟先生  38,"沈阳飞龙医药保健品公司
行业：保健品"
1999,27,￥ 3 亿,  ,韩伟先生  45,"大连韩伟企业集团公司
行业：房地产、饮料、养殖"
1999,28,￥ 3 亿,  ,何鲁敏先生  49,"北京亚都科技公司
行业：高科技"
1999,29,￥ 3 亿,  ,黄武学先生  52,"富奎集团公司
行业：铁路运输"
1999,30,￥ 3 亿,  ,来辉武先生  51,"陕西咸阳505集团公司
行业：保健品"
1999,31,￥ 3 亿,  ,李静先生  50,"长沙南方华侨港澳台胞贸易公司
行业：珠宝、房地产"
1999,32,￥ 3 亿,  ,李经纬先生  54,"广东健力宝集团
行业：运动饮料"
1999,33,￥ 3 亿,  ,李一奎先生  48,"东化通宝实业集团
行业：制药"
1999,34,￥ 3 亿,  ,热比娅-卡德尔先生  54,"新疆乌鲁木齐市阿克达产业公司
行业：贸易、旅游、房地产"
1999,35,￥ 3 亿,  ,石山嶙先生  55,"北京昌宁集团
行业：供水设施、电子、工程、饮料"
1999,36,￥ 3 亿,  ,孙峰先生  47,"木兰集团
行业：电子、房地产、贸易"
1999,37,￥ 3 亿,  ,王光英先生  80,"香港光大实业公司
行业：贸易"
1999,38,￥ 3 亿,  ,王祥林先生  54,"喷施宝公司
行业：化肥"
1999,39,￥ 3 亿,  ,熊建明先生  43,"深圳方大实业公司
行业：建筑材料"
1999,40,￥ 3 亿,  ,臧立根先生  41,"河北立中有色金属集团
行业：制造业"
1999,41,￥ 3 亿,  ,赵章光先生  55,"“101“毛发再生精企业集团
行业：房地产、个人保健品"
1999,42,￥ 0.75 亿,  ,蔡品杰先生  43,"上海品杰海产公司
行业：海产食品"
1999,43,￥ 0.75 亿,  ,董吉明先生  59,"成都吉明光纤通信公司
行业：电信"
1999,44,￥ 0.75 亿,  ,何享健先生  57,"美的集团
行业：电子设备"
1999,45,￥ 0.75 亿,  ,刘晓庆女士  40,"刘晓庆实业公司
行业：娱乐、房地产"
1999,46,￥ 0.75 亿,  ,年广久先生  62,"傻子瓜子公司
行业：瓜子"
1999,47,￥ 0.75 亿,  ,王命兴先生  55,"港兴实业公司
行业：养殖"
1999,48,￥ 0.75 亿,  ,吴开先生  未知,"不详
行业：股票交易"
1999,49,￥ 0.75 亿,  ,向炳伟先生  44,"陕西伟志服装公司
行业：纺织"
1999,50,￥ 0.75 亿,  ,张朝阳先生  35,"爱特信公司
行业：互联网"
