年份,排名,企业估值,企业信息,CEO,行业
2021,No.31,￥ 3120 亿,牧原集团,秦英林,畜牧
2021,No.32,￥ 3040 亿,立讯精密,王来春,消费电子精密件
2021,No.33,￥ 3000 亿,安踏体育,丁世忠,体育用品
2021,No.34,￥ 2800 亿,泰康保险,陈东升,保险
2021,No.35,￥ 2630 亿,小鹏汽车,何小鹏,新能源汽车
2021,No.36,￥ 2600 亿,滴滴,程维,共享出行
2021,No.37,￥ 2560 亿,创科实业,Horst Julius Pudwill,消费品
2021,No.38,￥ 2550 亿,爱尔眼科,陈邦,医疗服务
2021,No.39,￥ 2480 亿,海尔智家,梁海山,家用电器
2021,No.39,￥ 2480 亿,伊利实业,潘刚,乳制品
2021,No.41,￥ 2440 亿,亿纬锂能,刘金成,锂电池
2021,No.42,￥ 2390 亿,新鸿基地产,郭炳联,房地产
2021,No.43,￥ 2350 亿,通威集团,谢毅,硅材料
2021,No.44,￥ 2340 亿,韦尔股份,虞仁荣,半导体
2021,No.45,￥ 2310 亿,恩捷股份,李晓明,包装盒生产
2021,No.46,￥ 2250 亿,阳光电源,曹仁贤,新能源电源设备
2021,No.47,￥ 2180 亿,百济神州,欧雷强,生物医药
2021,No.48,￥ 2170 亿,赣锋锂业,李良彬,新能源材料
2021,No.49,￥ 2160 亿,台塑石化,陈宝郎,石油、天然气
2021,No.50,￥ 2135 亿,富邦金融控股,蔡明兴,金融服务
2021,No.51,￥ 2120 亿,格力电器,董明珠,家电
2021,No.52,￥ 2100 亿,智飞生物,蒋仁生,疫苗
2021,No.53,￥ 2090 亿,吉利,李书福,汽车制造
2021,No.54,￥ 2050 亿,理想汽车,李想,新能源汽车
2021,No.55,￥ 2030 亿,申洲国际,马建荣,纺织、服装
2021,No.56,￥ 2020 亿,李宁,李宁,体育用品
2021,No.57,￥ 2015 亿,中华电信,谢继茂,电信服务
2021,No.58,￥ 2010 亿,龙湖集团,吴亚军,房地产
2021,No.59,￥ 2000 亿,京东科技,刘强东,数字科技
2021,No.59,￥ 2000 亿,微众银行,顾敏,金融科技
2021,No.61,￥ 1990 亿,哔哩哔哩,陈睿,视频弹幕网站
2021,No.62,￥ 1960 亿,舜宇光学科技,叶辽宁,电子元件
2021,No.62,￥ 1960 亿,思摩尔国际,陈志平,电子雾化器
2021,No.64,￥ 1870 亿,国泰金控,蔡宏图,保险
2021,No.65,￥ 1860 亿,三一集团,梁稳根,重型机械
2021,No.66,￥ 1800 亿,贝壳,彭永东,房地产服务
2021,No.66,￥ 1800 亿,歌尔股份,姜滨,声学及多媒体产品
2021,No.68,￥ 1770 亿,恒力集团,范红卫,化纤、石化、房地产
2021,No.69,￥ 1760 亿,合盛硅业,罗立国,工业硅
2021,No.69,￥ 1760 亿,中通快递,赖梅松,物流
2021,No.71,￥ 1730 亿,汇川技术,朱兴明,工业自动化产品
2021,No.72,￥ 1700 亿,vivo,沈炜,智能手机
2021,No.73,￥ 1690 亿,天合光能,高纪凡,光伏
2021,No.74,￥ 1660 亿,扬子江药业,徐浩宇,医药
2021,No.75,￥ 1650 亿,银河娱乐,吕志和,博彩
2021,No.76,￥ 1640 亿,荣盛控股,李水荣,化纤
2021,No.76,￥ 1640 亿,长和,李泽钜,投资
2021,No.78,￥ 1610 亿,天齐锂业,蒋卫平,锂矿
2021,No.78,￥ 1610 亿,中国民生银行,高迎欣,金融服务
2021,No.80,￥ 1600 亿,晶澳科技,靳保芳,光伏
2021,No.80,￥ 1600 亿,三安光电,林志强,LED
2021,No.82,￥ 1570 亿,中电控股,米高嘉道理,能源
2021,No.83,￥ 1555 亿,南亚塑胶,吴嘉昭,塑料
2021,No.84,￥ 1550 亿,台达电子,海英俊,电子设备
2021,No.85,￥ 1540 亿,OPPO,陈明永,智能手机
2021,No.85,￥ 1540 亿,万泰生物药业,邱子欣,生物医药
2021,No.87,￥ 1530 亿,台湾塑胶工业,林健男,塑料
2021,No.88,￥ 1500 亿,中环股份,李东生,半导体
2021,No.89,￥ 1460 亿,华友钴业,陈雪华,有色金属
2021,No.89,￥ 1460 亿,百胜中国,胡祖六,餐饮
2021,No.91,￥ 1430 亿,闻泰科技,张学政,半导体
2021,No.92,￥ 1425 亿,长荣海运,张衍义,海运
2021,No.93,￥ 1420 亿,碧桂园服务,杨惠妍,物业服务
2021,No.94,￥ 1410 亿,中兴通讯,李自学,通信设备
2021,No.95,￥ 1400 亿,万达集团,王健林,房地产、文化、投资
2021,No.95,￥ 1400 亿,周大福,郑家纯,房地产、零售
2021,No.97,￥ 1380 亿,康龙化成,楼柏良,生物医药
2021,No.98,￥ 1370 亿,长实集团,李泽钜,投资
2021,No.98,￥ 1370 亿,中升集团,黄毅,汽车销售
2021,No.100,￥ 1350 亿,碧桂园,杨国强、杨惠妍,房地产
2021,No.100,￥ 1350 亿,传音控股,竺兆江,智能手机
2021,No.100,￥ 1350 亿,大全能源,徐广福,电气设备制造、太阳能
2021,No.103,￥ 1340 亿,恒基地产,李家诚,房地产
2021,No.103,￥ 1340 亿,太平洋建设,严昊,基础建设
2021,No.105,￥ 1310 亿,科大讯飞,刘庆峰,软件和信息技术服务业
2021,No.105,￥ 1310 亿,新奥能源,王玉锁,天然气、能源化工
2021,No.107,￥ 1300 亿,希音,许仰天,电商
2021,No.107,￥ 1300 亿,小红书,毛文超,软件服务
2021,No.109,￥ 1280 亿,复星医药,吴以芳,医药
2021,No.110,￥ 1240 亿,福斯特,林建华,光伏材料
2021,No.110,￥ 1240 亿,先导智能,王燕清,新能源设备
2021,No.112,￥ 1220 亿,爱美客,简军,生物医药
2021,No.112,￥ 1220 亿,天赐材料,徐金富,化学原料制品
2021,No.114,￥ 1200 亿,东方希望,张轮大,氧化铝、重化工、饲料
2021,No.114,￥ 1200 亿,泰格医药,叶小平,医药
2021,No.114,￥ 1200 亿,携程集团,梁建章,互联网旅游服务
2021,No.117,￥ 1190 亿,宝丰能源,党彦宝,煤化工
2021,No.117,￥ 1190 亿,璞泰来,梁丰,锂电池材料
2021,No.119,￥ 1170 亿,正泰集团,南存辉,工业电器、投资
2021,No.120,￥ 1160 亿,福耀玻璃,曹德旺,玻璃
2021,No.120,￥ 1160 亿,洛阳钼业,袁宏林,钼矿
2021,No.122,￥ 1150 亿,蓝思科技,周群飞,电子元件
2021,No.122,￥ 1150 亿,盛虹集团,缪汉根,印染、化纤、房地产
2021,No.124,￥ 1130 亿,正威,王文银,有色金属
2021,No.125,￥ 1110 亿,硅力杰,陈伟,半导体
2021,No.125,￥ 1110 亿,华利集团,张聪渊,鞋业
2021,No.127,￥ 1100 亿,陆金所,计葵生,金融科技
2021,No.128,￥ 1090 亿,台湾化学纤维,王文渊,化纤
2021,No.128,￥ 1090 亿,温氏食品集团,温志芬,家禽养殖畜牧
2021,No.128,￥ 1090 亿,中国信托金融控股,颜文隆,金融
2021,No.131,￥ 1080 亿,东方雨虹,李卫国,防水材料
2021,No.131,￥ 1080 亿,海大集团,薛华,饲料
2021,No.131,￥ 1080 亿,凯莱英,洪浩,生物医药
2021,No.131,￥ 1080 亿,信义光能,李贤义,太阳能玻璃
2021,No.135,￥ 1070 亿,恒立液压,汪立平,高压油缸
2021,No.136,￥ 1060 亿,兆易创新,朱一明,闪存芯片
2021,No.137,￥ 1050 亿,分众传媒,江南春,广告新媒体
2021,No.137,￥ 1050 亿,九龙仓置业,吴天海,房地产
2021,No.139,￥ 1040 亿,中伟股份,邓伟明,锂电池材料
2021,No.140,￥ 1030 亿,日月光投资控股,张虔生,半导体
2021,No.141,￥ 1020 亿,用友网络,王文京,应用软件开发
2021,No.142,￥ 1010 亿,新希望,刘畅,农业、房地产、金融
2021,No.143,￥ 1000 亿,大疆,汪滔,机器人
2021,No.143,￥ 1000 亿,华彬,严彬,饮料
2021,No.143,￥ 1000 亿,万向集团,鲁伟鼎,汽车制造、房地产、农业
2021,No.143,￥ 1000 亿,卓胜微电子,许志翰,集成电路
2021,No.147,￥ 995 亿,华住集团,季琦,连锁酒店
2021,No.148,￥ 990 亿,科沃斯,钱东奇,机器人
2021,No.148,￥ 990 亿,沃森生物,李云春,生物制药
2021,No.150,￥ 975 亿,沙钢集团,沈文荣,钢铁
2021,No.151,￥ 970 亿,公牛集团,阮立平,电工产品
2021,No.151,￥ 970 亿,满帮,张晖,物流
2021,No.153,￥ 960 亿,信达生物,俞德超,医药
2021,No.154,￥ 950 亿,元气森林,唐彬森,饮料
2021,No.155,￥ 940 亿,福莱特,阮洪良,玻璃
2021,No.155,￥ 940 亿,李锦记,李惠中,调味品
2021,No.157,￥ 930 亿,BOSS直聘,赵鹏,招聘网站
2021,No.157,￥ 930 亿,晶盛机电,曹建伟,机电制造
2021,No.159,￥ 925 亿,广汇集团,韩士发,汽车销售、能源、房地产
2021,No.159,￥ 925 亿,中租控股,陈凤龙,金融
2021,No.161,￥ 900 亿,中国生物制药,谢其润,生物医药
2021,No.162,￥ 895 亿,统一企业,罗智先,食品和饮料
2021,No.163,￥ 890 亿,TCL集团,李东生,消费电子
2021,No.163,￥ 890 亿,贝泰妮,郭振宇,护肤品
2021,No.163,￥ 890 亿,奇美,许春华,化工
2021,No.166,￥ 880 亿,海底捞,张勇,餐饮
2021,No.166,￥ 880 亿,士兰微,陈向东,半导体
2021,No.166,￥ 880 亿,特变电工,张新,电器设备
2021,No.166,￥ 880 亿,中国飞鹤,冷友斌,乳制品
2021,No.170,￥ 860 亿,恒生电子股份,彭政纲,金融科技
2021,No.170,￥ 860 亿,三六零,周鸿祎,网络信息服务
2021,No.172,￥ 850 亿,翰森制药,钟慧娟,医药
2021,No.172,￥ 850 亿,澜起科技,杨崇和,芯片
2021,No.172,￥ 850 亿,玉山金融控股,黄永仁,金融
2021,No.175,￥ 845 亿,小康股份,张正萍,汽车、汽车零配件
2021,No.176,￥ 840 亿,三花控股,张亚波,工业设备、汽车零部件、房地产
2021,No.176,￥ 840 亿,深信服,何朝曦,应用软件服务
2021,No.178,￥ 830 亿,欣旺达,王威,电子部件
2021,No.179,￥ 825 亿,电能实业,霍建宁,投资
2021,No.180,￥ 810 亿,和泰汽车,黄南光,汽车零售
2021,No.180,￥ 810 亿,石药集团,蔡东晨,医药
2021,No.180,￥ 810 亿,娃哈哈,宗庆后,饮料
2021,No.183,￥ 800 亿,格科微,赵立新,CMOS图像传感器
2021,No.183,￥ 800 亿,新奥股份,王玉锁,天然气、能源化工
2021,No.185,￥ 790 亿,华熙生物,赵燕,生物医药
2021,No.185,￥ 790 亿,圣邦股份,张世龙,半导体
2021,No.187,￥ 785 亿,广达计算机,林百里,电子设备
2021,No.188,￥ 780 亿,国轩高科,李缜,新能源设备
2021,No.188,￥ 780 亿,联想集团,杨元庆,计算机通信
2021,No.188,￥ 780 亿,三环集团,李钢,电子元件
2021,No.188,￥ 780 亿,新和成,胡柏藩,医药
2021,No.192,￥ 770 亿,大华技术,傅利泉,软件、电子通讯产品
2021,No.192,￥ 770 亿,广联达,刁志中,应用软件开发
2021,No.192,￥ 770 亿,康泰生物,杜伟民,生物医药
2021,No.192,￥ 770 亿,南山集团,吕正风,铝、纺织
2021,No.192,￥ 770 亿,斯达半导,沈华,半导体
2021,No.192,￥ 770 亿,魏桥创业集团,张波,氧化铝
2021,No.198,￥ 760 亿,金蝶国际,徐少春,应用软件开发
2021,No.198,￥ 760 亿,欧派家居,姚良松,橱柜
2021,No.200,￥ 750 亿,红星美凯龙控股集团,车建兴,家具连锁
2021,No.200,￥ 750 亿,商汤科技,汤晓鸥,人工智能
2021,No.200,￥ 750 亿,卓越集团,李华,房地产
2021,No.204,￥ 730 亿,顶新,魏宏名,食品和饮料
2021,No.204,￥ 730 亿,富邦媒体科技,林启峰,电子商务
2021,No.206,￥ 720 亿,信发集团,张刚,铝电
2021,No.207,￥ 710 亿,东鹏饮料,林木勤,食品和饮料
2021,No.207,￥ 710 亿,九龙仓集团,吴天海,房地产
2021,No.207,￥ 710 亿,新世界发展,郑家纯,房地产
2021,No.207,￥ 710 亿,亿联网络,陈智松,通信
2021,No.211,￥ 705 亿,元大金控,申鼎籛,金融服务
2021,No.212,￥ 700 亿,联咏科技,何泰舜,半导体
2021,No.212,￥ 700 亿,万国数据,黄伟,数据服务
2021,No.212,￥ 700 亿,阳光保险,张维功,保险
2021,No.215,￥ 695 亿,研华,刘克振,电子设备
2021,No.216,￥ 680 亿,保利协鑫能源,朱共山,太阳能芯片、发电厂
2021,No.216,￥ 680 亿,迈为股份,周剑,智能制造装备
2021,No.216,￥ 680 亿,台湾水泥,张安平,水泥工业
2021,No.216,￥ 680 亿,通策医疗,吕建明,医疗服务
2021,No.220,￥ 670 亿,ESR,Jeffrey David Perlman,物流地产
2021,No.220,￥ 670 亿,卫星化学,杨卫东,化工
2021,No.220,￥ 670 亿,信义玻璃,李贤义,玻璃
2021,No.223,￥ 660 亿,明阳智能,张传卫,新能源设备
2021,No.254,￥ 600 亿,杉杉股份,郑永刚,锂电池、服装、投资
2021,No.223,￥ 660 亿,中科创达,赵鸿飞,智能终端操作系统
2021,No.223,￥ 660 亿,珠海冠宇,徐延铭,锂电池
2021,No.226,￥ 650 亿,车好多,杨浩涌,汽车交易
2021,No.226,￥ 650 亿,华东医药,吕梁,医药
2021,No.226,￥ 650 亿,货拉拉,周胜馥,物流
2021,No.226,￥ 650 亿,泡泡玛特,王宁,玩具
2021,No.226,￥ 650 亿,瑞昱半导体,邱顺建,半导体
2021,No.226,￥ 650 亿,上机数控,杨建良,设备制造
2021,No.226,￥ 650 亿,思瑞浦,周之栩,芯片
2021,No.226,￥ 650 亿,远景能源,张雷,新能源设备
2021,No.234,￥ 640 亿,金斯瑞生物科技,孟建革,生物医药
2021,No.234,￥ 640 亿,君正集成电路,刘强,集成电路
2021,No.234,￥ 640 亿,龙佰集团,许刚,钛白粉
2021,No.234,￥ 640 亿,奇安信,齐向东,网络安全
2021,No.238,￥ 635 亿,大立光电,林恩舟,电子设备
2021,No.238,￥ 635 亿,华南金融控股,张云鹏,金融服务
2021,No.240,￥ 630 亿,方大集团,方威,能源、零售、投资
2021,No.240,￥ 630 亿,融创中国,孙宏斌,房地产
2021,No.240,￥ 630 亿,长春,林书鸿,化工
2021,No.243,￥ 625 亿,复星国际,郭广昌,投资
2021,No.243,￥ 625 亿,华硕电脑,施崇棠,电子设备
2021,No.245,￥ 610 亿,恒隆地产,陈启宗,房地产
2021,No.245,￥ 610 亿,舍得酒业,张树平,白酒
2021,No.245,￥ 610 亿,世纪金源,黄如伦,房地产、投资
2021,No.245,￥ 610 亿,拓普集团,邬建树,汽车零部件
2021,No.245,￥ 610 亿,同花顺,易峥,金融数据服务
2021,No.245,￥ 610 亿,微博,曹国伟,传媒和娱乐
2021,No.245,￥ 610 亿,卫龙,刘卫平,食品和饮料
2021,No.245,￥ 610 亿,韵达股份,聂腾云、陈立英,物流
2021,No.253,￥ 605 亿,润泰集团,郭述杰,纺织，投资
2021,No.254,￥ 600 亿,锦浪科技,王一鸣,光伏材料
2021,No.254,￥ 600 亿,郎酒,汪俊林,白酒
2021,No.254,￥ 600 亿,瑞芯微,励民,半导体
2021,No.254,￥ 600 亿,星宇股份,周晓萍,汽车灯具
2021,No.254,￥ 600 亿,中国旺旺,蔡衍明,食品和饮料
2021,No.260,￥ 590 亿,景嘉微,曾万辉,电子元件
2021,No.260,￥ 590 亿,石头科技,昌敬,智能家电
2021,No.262,￥ 585 亿,中华开发金融,张家祝,保险
2021,No.263,￥ 580 亿,富华国际集团,陈丽华,房地产、紫檀博物馆
2021,No.263,￥ 580 亿,高德红外,黄立,电子元件
2021,No.263,￥ 580 亿,凯赛生物,刘修才,生物医药
2021,No.263,￥ 580 亿,立昂微,王敏文,半导体
2021,No.263,￥ 580 亿,平安医保科技,方蔚豪,健康科技
2021,No.263,￥ 580 亿,日照钢铁,杜双华,钢铁
2021,No.263,￥ 580 亿,三七互娱,李卫伟,网络游戏
2021,No.263,￥ 580 亿,世纪华通,王佶,网络游戏
2021,No.271,￥ 570 亿,海丰国际,杨绍鹏,海运
2021,No.271,￥ 570 亿,天华超净,裴振华,电子元件，纺织
2021,No.271,￥ 570 亿,中国宏桥,张波,氧化铝
2021,No.271,￥ 570 亿,中天科技,薛济萍,电缆
2021,No.275,￥ 560 亿,晨光文具,陈湖文,文具用品制造
2021,No.275,￥ 560 亿,港灯,霍建宁,电力公用事业
2021,No.275,￥ 560 亿,宏发股份,郭满金,工业电器、投资
2021,No.275,￥ 560 亿,微创医疗,常兆华,医疗器械
2021,No.275,￥ 560 亿,长电科技,周子学,半导体
2021,No.275,￥ 560 亿,中公教育,李永新,教育
2021,No.281,￥ 550 亿,58同城,姚劲波,生活服务
2021,No.281,￥ 550 亿,万洲国际,万隆,食品和饮料
2021,No.283,￥ 540 亿,国巨,陈泰铭,电子元件
2021,No.283,￥ 540 亿,华宝国际,林嘉宇、朱林瑶,香精
2021,No.283,￥ 540 亿,健友股份,唐咏群,原料药
2021,No.283,￥ 540 亿,容百科技,白厚善,新能源设备
2021,No.283,￥ 540 亿,台新金融控股,吴东亮,金融服务
2021,No.283,￥ 540 亿,永兴材料,高兴江,钢铁
2021,No.283,￥ 540 亿,圆通速递,喻会蛟,物流
2021,No.290,￥ 530 亿,波司登,高德康,服装
2021,No.290,￥ 530 亿,藏格矿业,肖宁,化工
2021,No.290,￥ 530 亿,春秋航空,王煜,航空运输
2021,No.290,￥ 530 亿,法拉电子,严春光,电子元件
2021,No.290,￥ 530 亿,华兰生物,安康,生物医药
2021,No.290,￥ 530 亿,力晶积成电子制造,黄崇仁,半导体
2021,No.290,￥ 530 亿,美锦能源,姚锦龙,煤炭
2021,No.290,￥ 530 亿,再鼎医药,杜莹,生物医药
2021,No.298,￥ 520 亿,汇顶科技,张帆,芯片设计、软件开发
2021,No.298,￥ 520 亿,欧普康视,陶悦群,医疗器械
2021,No.298,￥ 520 亿,迎驾贡酒,倪永培,白酒
2021,No.301,￥ 510 亿,富途控股,李华,金融科技
2021,No.301,￥ 510 亿,坚朗五金,白宝鲲,金属建材
2021,No.301,￥ 510 亿,金域医学,梁耀铭,医疗数据服务
2021,No.301,￥ 510 亿,玲珑轮胎,王锋,轮胎
2021,No.301,￥ 510 亿,青山控股,项秉雪,钢铁
2021,No.306,￥ 500 亿,伯恩光学,林慧英,电子元件
2021,No.306,￥ 500 亿,抚顺特钢,季永新,钢铁
2021,No.306,￥ 500 亿,格林美,许开华,废弃资源综合利用、新能源
2021,No.306,￥ 500 亿,华峰化学,尤小平,化工、铝业、投资
2021,No.306,￥ 500 亿,晶晨股份,钟培峰,半导体
2021,No.306,￥ 500 亿,新宙邦,覃九三,电池化学品
2021,No.306,￥ 500 亿,永太科技,王莺妹,氟化工
2021,No.313,￥ 490 亿,JS环球生活,王旭宁,家庭耐用消费品
2021,No.313,￥ 490 亿,爱旭股份,陈刚,太阳能
2021,No.313,￥ 490 亿,剑南春,乔天明,白酒
2021,No.313,￥ 490 亿,康希诺,宇学峰,生物医药
2021,No.313,￥ 490 亿,三棵树,洪杰,化工
2021,No.313,￥ 490 亿,盛新锂能,周祎,锂电池
2021,No.313,￥ 490 亿,视源电子科技,王毅然,消费电子
2021,No.313,￥ 490 亿,星河控股集团,黄楚龙,房地产、投资
2021,No.321,￥ 480 亿,德方纳米,孔令涌,锂电池
2021,No.321,￥ 480 亿,领益智造,曾芳勤,消费电子精密件
2021,No.321,￥ 480 亿,纳思达,汪东颖,打印设备
2021,No.321,￥ 480 亿,时代天使,冯岱,医疗服务
2021,No.321,￥ 480 亿,滔搏,盛百椒,体育用品
2021,No.321,￥ 480 亿,桐昆股份,陈士良,化工
2021,No.321,￥ 480 亿,昭衍新药,冯宇霞,生物医药
2021,No.328,￥ 475 亿,远传电信,徐旭东,通信服务
2021,No.329,￥ 470 亿,博腾股份,居年丰,医药
2021,No.329,￥ 470 亿,大族激光,高云峰,激光设备
2021,No.329,￥ 470 亿,德业股份,张和君,家电部件制造
2021,No.329,￥ 470 亿,光启技术,刘若鹏,超材料
2021,No.329,￥ 470 亿,杭可科技,曹骥,锂电池
2021,No.334,￥ 460 亿,百润股份,刘晓东,饮料
2021,No.334,￥ 460 亿,恒逸集团,邱建林,化工
2021,No.334,￥ 460 亿,君实生物,熊俊,生物医药
2021,No.334,￥ 460 亿,普洛药业,祝方猛,医药
2021,No.334,￥ 460 亿,天能股份,张天任,新能源电池
2021,No.334,￥ 460 亿,威高股份,陈学利,医疗器械
2021,No.340,￥ 450 亿,达利食品,许世辉,食品和饮料
2021,No.340,￥ 450 亿,国瓷材料,张曦,陶瓷
2021,No.340,￥ 450 亿,华天科技,肖胜利,半导体
2021,No.340,￥ 450 亿,嘉晨,孙寿宽,钢铁、耐火材料、煤化工
2021,No.340,￥ 450 亿,九洲药业,花莉蓉,医药
2021,No.340,￥ 450 亿,美菜网,刘传军,电子商务
2021,No.340,￥ 450 亿,敏华控股,黄敏利,休闲沙发
2021,No.340,￥ 450 亿,微医,廖杰远,健康科技
2021,No.340,￥ 450 亿,兴盛优选,岳立华,新零售
2021,No.340,￥ 450 亿,中国宝安集团,陈政立,新材料
2021,No.340,￥ 450 亿,中控技术,崔山,工控设备
2021,No.351,￥ 440 亿,安井食品,刘鸣鸣,食品和饮料
2021,No.351,￥ 440 亿,华测检测,万峰,病理检测
2021,No.351,￥ 440 亿,荣昌生物,王威东,生物医药
2021,No.351,￥ 440 亿,赛轮轮胎,袁仲雪,轮胎
2021,No.351,￥ 440 亿,上海莱士,陈杰,生物医药
2021,No.351,￥ 440 亿,唯品会,沈亚,电子商务
2021,No.357,￥ 435 亿,丰泰企业,王建弘,运动用品
2021,No.357,￥ 435 亿,亿利资源,王文彪,光伏、治沙
2021,No.359,￥ 430 亿,东山精密,袁永刚,精密铸件
2021,No.359,￥ 430 亿,顾家家居,顾江生,家具
2021,No.359,￥ 430 亿,健帆生物,董凡,生物医药、医疗器械
2021,No.359,￥ 430 亿,九号公司,高禄峰,机器人
2021,No.359,￥ 430 亿,君正集团,张海生,化工
2021,No.359,￥ 430 亿,旗滨集团,姚培武,玻璃
2021,No.359,￥ 430 亿,石基信息,李仲初,应用软件开发
2021,No.359,￥ 430 亿,新强联,肖争强,风电零部件
2021,No.367,￥ 425 亿,国联股份,刘泉,电子商务
2021,No.367,￥ 425 亿,海亮集团,王黎红,铜加工、投资
2021,No.369,￥ 420 亿,光威复材,卢钊钧,化工
2021,No.369,￥ 420 亿,亨通集团,崔根良,电缆
2021,No.369,￥ 420 亿,龙盛集团,阮伟祥,化工、钢铁
2021,No.372,￥ 415 亿,东莞农商银行,王耀球,金融服务
2021,No.373,￥ 410 亿,安克创新,阳萌,电子商务
2021,No.373,￥ 410 亿,大北农,邵根伙,饲料
2021,No.373,￥ 410 亿,孚能科技,王瑀,锂电池
2021,No.373,￥ 410 亿,国科微,向平,芯片
2021,No.373,￥ 410 亿,科达制造,边程,陶瓷设备
2021,No.373,￥ 410 亿,明源云,高宇,应用软件开发
2021,No.373,￥ 410 亿,汤臣倍健,梁允超,保健品
2021,No.373,￥ 410 亿,颐海国际,施永宏,食品和饮料
2021,No.381,￥ 405 亿,儒鸿,洪镇海,服装
2021,No.382,￥ 400 亿,大华集团,金惠明,房地产
2021,No.382,￥ 400 亿,金山软件,雷军,应用软件开发
2021,No.382,￥ 400 亿,绝味食品,戴文军,食品和饮料
2021,No.382,￥ 400 亿,朗新科技,徐长军,软件和信息系统
2021,No.382,￥ 400 亿,乐普医疗,蒲忠杰,医疗器械
2021,No.382,￥ 400 亿,诺唯赞,曹林,体外诊断
2021,No.382,￥ 400 亿,珀莱雅,侯军呈,化妆品
2021,No.382,￥ 400 亿,喜茶,聂云宸,餐饮
2021,No.382,￥ 400 亿,雅克科技,沈琦,化工
2021,No.382,￥ 400 亿,怡合达,金立国,自动化设备
2021,No.382,￥ 400 亿,永泰能源,王广西,煤炭
2021,No.382,￥ 400 亿,自如,熊林,房地产服务
2021,No.394,￥ 395 亿,东方电缆,夏崇耀,电缆
2021,No.394,￥ 395 亿,科达利,励建立,锂电池
2021,No.394,￥ 395 亿,亚德客,王世忠,机械设备
2021,No.394,￥ 395 亿,永丰金融控股,陈思宽,金融服务
2021,No.397,￥ 390 亿,柏楚电子,唐晔,电子元件
2021,No.397,￥ 390 亿,多氟多,李世江,化工
2021,No.397,￥ 390 亿,固德威,黄敏,光伏材料
2021,No.397,￥ 390 亿,巨星科技,仇建平,工具制造
2021,No.397,￥ 390 亿,口子窖,徐进,白酒
2021,No.397,￥ 390 亿,美东汽车,叶帆,汽车零售
2021,No.397,￥ 390 亿,天山铝业,曾超林,铝
2021,No.397,￥ 390 亿,雾芯科技,汪莹,电子烟
2021,No.397,￥ 390 亿,养元饮品,姚奎章,饮料
2021,No.397,￥ 390 亿,中骏集团,黄朝阳,房地产、机械
2021,No.407,￥ 385 亿,稳懋半导体,陈进财,半导体
2021,No.408,￥ 380 亿,艾为电子,孙洪军,芯片设计
2021,No.408,￥ 380 亿,鼎力机械,许树根,机械设备
2021,No.408,￥ 380 亿,甘李药业,甘忠如,生物医药
2021,No.408,￥ 380 亿,华大基因,汪建,基因检测
2021,No.408,￥ 380 亿,江特电机,胡春晖,电机设备
2021,No.408,￥ 380 亿,杰瑞股份,王坤晓,机械设备
2021,No.408,￥ 380 亿,捷佳伟创,余仲,太阳能
2021,No.408,￥ 380 亿,美迪西,陈金章,医药研发外包
2021,No.408,￥ 380 亿,美腕,戚振波,电子商务
2021,No.408,￥ 380 亿,日月股份,傅明康,风电零部件
2021,No.408,￥ 380 亿,苏宁易购,黄明端,零售
2021,No.408,￥ 380 亿,天奈科技,郑涛,新材料
2021,No.408,￥ 380 亿,完美世界,池宇峰,网游、影视娱乐
